374,"[1.88475475506689, 0.2569401031547727, 0.26848772245238645, 1.881278748174033, 2.543040791470851, 0.7492640487017497, 0.04611130002999247, 0.3901617529890578, 1.7230146563527577, 3.9526390346545592]"
375,"[1.8570897332264196, 0.24819826283913038, 0.2552116060117326, 1.8124927665311508, 4.826907379373965, 3.089556209801489, 1.0777056601940582, 0.1294633096667625, 0.20014720780634146, 1.2073177248029443, 3.0609385721515197]"
376,"[1.8122965699084628, 0.23588514441411523, 0.23897223345725635, 1.7307701102677948, 4.627950921240991, 3.680102165733745, 1.457565445429815, 0.28366054009617514, 0.08540303188041835, 0.7726686540413918, 2.2803211354599244, 4.560877666166709]"
377,"[4.861187391796575, 1.7369716932151285, 0.2208227980034529, 0.22425412202985642, 1.6607123482294726, 4.4691381096517375, 4.277705502854519, 1.887228739898704, 0.5106765578342499, 0.05783665905013864, 0.451698855832336, 1.6400416761899923, 3.5675769413017244]"
378,"[4.662950212039177, 1.6595220044866372, 0.20586694599367392, 0.21228147431886576, 1.6098784502471812, 4.345366805288022, 4.913295595512857, 2.3832262205883636, 0.8142544409447735, 0.11771354469397323, 0.23676699074174515, 1.1189967671942587, 2.7071865174575236, 4.939863162957056]"
379,"[4.486197313856102, 1.5968951781134457, 0.19429654647992523, 0.20181581180076752, 1.565078413887386, 4.227491636228607, 2.9693549731078175, 1.1984489375554548, 0.26393532560273686, 0.11622984791938265, 0.7009302636609084, 1.9591278011881783, 3.826403538371768]"
380,"[4.344608550484771, 1.5499460853331302, 0.18409823607892378, 0.1915820344602917, 1.5169780141693816, 4.094249216957413, 3.6426647298448476, 1.6672909010918064, 0.5020473898739006, 0.09529980692745908, 0.3907171371652569, 1.3250815843378687, 2.8281665010381043, 4.8501992660432895]"
381,"[4.233452038697806, 1.5097963612312832, 0.1768363023615515, 0.1803405119784213, 1.4587656557433961, 3.9403290073769655, 4.398153769581997, 2.2269099602523754, 0.8399197139173585, 0.18342835930456505, 0.1954440145573884, 0.8095906962863039, 1.9691757428206773, 3.624014162959571]"
382,"[4.105515756225739, 1.458587568085236, 0.16630347885479016, 0.17152309762126028, 1.404575833959738, 3.7952598663533457, 2.8649303140664806, 1.2753228287084777, 0.3831935255977732, 0.12594830762739195, 0.4401187934471534, 1.2759146400855044, 2.5716559516048454, 4.27524323277268]"
383,"[3.955411836504186, 1.3948484114763549, 0.15390118508965764, 0.16494849313853915, 1.3568240046274778, 3.66245360632918, 3.5876444221319828, 1.810576089303325, 0.7004465432756386, 0.18714724006817623, 0.2212845231619632, 0.7471147806215395, 1.7091532730946906, 3.071182962268751, 4.810592524434961]"
384,"[3.774991231740632, 1.3194843207450335, 0.139504211819095, 0.16296754591086712, 1.3224321950875573, 3.5724527919204925, 4.386814418051489, 2.4454371515304016, 1.1256401382999577, 0.37843473628801294, 0.15386680150328136, 0.3931424566120789, 1.0554165426873852, 2.110474368885888, 3.5224619746225496]"
385,"[3.5681531360272816, 1.232142339463777, 0.12151429098018154, 0.16845081814416335, 1.3198997117372662, 3.547825822402098, 3.1516910722574303, 1.6461125605588505, 0.6931950211988651, 0.23093760768444924, 0.21398904276148534, 0.6047759108793167, 1.3695401743907623, 2.4726020159233957, 3.874654928242423]"
386,"[3.3680962943821573, 1.1470211977111988, 0.10460045367303196, 0.18036028061819773, 1.3408982789966406, 3.5536331332012487, 3.950672718924893, 2.284599950689977, 1.1354440523214808, 0.45341224649851636, 0.19375049070862754, 0.32477662383917677, 0.8121264226964535, 1.6210320900896331, 2.7220684610735444, 4.078643598054501]"
387,"[3.184897575048952, 1.0707572334756787, 0.08824196282410866, 0.198653394832489, 1.3720974742980685, 3.54634115008863, 4.88190586109119, 3.056950163028976, 1.7206094671249768, 0.8210408920239575, 0.32858253316406605, 0.21014555418569858, 0.43547180359345206, 0.9721227566175086, 1.7860056038781988, 2.8351797178647895, 4.086546335718463]"
388,"[3.023528966065909, 0.9974360729564179, 0.07230099472722396, 0.2208734247040606, 1.3919805132044505, 3.505881063147078, 3.9714385840086535, 2.4408672030370733, 1.3335943424139325, 0.6177822482275871, 0.2676175127188599, 0.24769757606250659, 0.5264027901201411, 1.0640621717314234, 1.824435207478243, 2.792044841136127, 3.9463878187099035]"
389,"[2.8582948047507957, 0.9154954615105259, 0.056875542921497456, 0.24213254830332975, 1.3966794078064853, 3.421541169523695, 4.998775318516807, 3.2873094575824666, 1.9844632324227933, 1.0687554080535053, 0.5018663762841042, 0.25460410529995453, 0.2895576974589862, 0.5674214798695836, 1.0663919136874105, 1.7681308468325312, 2.652708326863278, 3.7008211719203272, 4.890475449940467]"
390,"[2.6661426648510673, 0.8231433302341226, 0.04486643026183201, 0.26177699282258315, 1.382110462359361, 3.3202957891009053, 4.2460932449105755, 2.7776647651001265, 1.6761924595422195, 0.9148568571295772, 0.4584798262831887, 0.26477389788003597, 0.3057425840287803, 0.5651569039672664, 1.0223262697353985, 1.6577023515417846, 2.4474611873545586, 3.370225709311789, 4.4145362201060285]"
391,"[2.44251456122799, 0.7290588470365538, 0.03592474455287652, 0.2783211897533294, 1.3658130044247239, 3.224991070536038, 3.692550454585612, 2.432285811796098, 1.4990431143747167, 0.8476210852880952, 0.44402573199095, 0.274085460327103, 0.31640014607775196, 0.5511887613375539, 0.9528154079470814, 1.5021978819190407, 2.184428555491798, 2.983320550601864, 3.8850161340498057, 4.8701160938615855]"
392,"[4.84908592025032, 2.2247808033047316, 0.6452762089932319, 0.032548918189918855, 0.2914510099066829, 1.3460940881130656, 3.127212292425715, 4.740342954688946, 3.3426462127956436, 2.2453937537024125, 1.4087628362296207, 0.8205936402215757, 0.45882270613060633, 0.30344720956868876, 0.32703428171051574, 0.5127332960028633, 0.8422910980981348, 1.3010283469636204, 1.8753273267746684, 2.548229498589364, 3.300865751558102, 4.116644090667885, 4.997551335700424]"
393,"[4.472849144177445, 2.028656547323416, 0.5817291425177862, 0.03231432325404174, 0.30210762134257785, 1.321157021989679, 3.0139629405219046, 4.398188933311505, 3.1391161428224774, 2.142953560628537, 1.3869859306725734, 0.8509938349566786, 0.5057900899420708, 0.3367035042148351, 0.322211931503575, 0.4491088924056288, 0.7040141057830027, 1.0723537889170467, 1.5363129709279613, 2.078028092054488, 2.693400366586402, 3.363013656211964, 4.078130794669248, 4.8221061618908925]"
394,"[4.129353852050365, 1.86869142318989, 0.5307829790117451, 0.034973362247111686, 0.31063944861317183, 1.2859862172822702, 2.894546818982818, 4.185624539068721, 3.0451296146328484, 2.137870263528266, 1.4329226344349386, 0.917748339697856, 0.567624775108096, 0.37078939195146243, 0.31410270302657906, 0.3853314388616638, 0.5676909504116509, 0.8420684395591592, 1.1984184300394372, 1.6208216467658294, 2.1002625834127207, 2.6217123857573488, 3.1729232064263613, 3.740671993949423, 4.323511257864928, 4.909605153005153]"
395,"[3.823503412691578, 1.7211580114155949, 0.4831115402298923, 0.038078629412752654, 0.3178186895903334, 1.252634518917466, 2.768061426117027, 4.790013622047394, 4.090383927718826, 3.036657730319718, 2.1859608002293784, 1.510466780886784, 0.9998073113439411, 0.6410718118774797, 0.4242814921225839, 0.3336276140135368, 0.3488067368967239, 0.45403611885234746, 0.6367797082585086, 0.8877473601952978, 1.1934707136003948, 1.5411539473253046, 1.9190803016613636, 2.3229152783386864, 2.7415832113996674, 3.1709894626493456, 3.6087154052860764, 4.051718336090623, 4.501918461193511, 4.957322033400558]"
396,"[3.542151441035889, 1.5841149243884889, 0.4399810283924714, 0.04496744790530058, 0.3262407519827751, 1.2125824965578942, 2.6306517272809136, 4.50423043028018, 4.083532013273918, 3.0924038097884115, 2.277302460147958, 1.6255475210444679, 1.129358345900513, 0.7738708520349201, 0.5376216214878126, 0.3992574592958613, 0.3495199256735768, 0.37885909653455735, 0.47531814414438855, 0.625564177617757, 0.8193479316915545, 1.049536496599459, 1.3057886416930675, 1.5829937065988562, 1.876843413668941, 2.1841279057240324, 2.5041727888201266, 2.834587376493809, 3.1689899425380808, 3.5017907054126143, 3.828359056093468, 4.1375656408486545, 4.4260196694695075, 4.687269593693605, 4.922753363307603]"
397,"[3.2872716346351227, 1.4616673675776202, 0.40889511097075126, 0.05307701865554994, 0.32617773395423966, 1.1555871357262553, 2.467414915052123, 4.202009838780856, 4.150452933545791, 3.213109072858202, 2.4445899835011993, 1.8309483391123262, 1.349602880197114, 0.9737856850884636, 0.6974369511595798, 0.5107430995131075, 0.4032216430994605, 0.3610250939181117, 0.37532453689482503, 0.4362585105031054, 0.5342053785052668, 0.6630595634476, 0.8166750130063931, 0.9916721040949573, 1.1848563099845928, 1.3934510649208345, 1.6131310779213202, 1.8382539547673145, 2.064682728906491, 2.2835778884874207, 2.491025393454301, 2.6813948909104166, 2.855007651626936, 3.0201531497495693, 3.178889829540539, 3.3370241436407992, 3.4977759206167396, 3.663500942346971, 3.837516468707393, 4.009103669489987, 4.182104665237114, 4.339763997941958, 4.475589111177568, 4.594761621053099, 4.691902378912388, 4.76935070108033, 4.828873267774249, 4.866945598224958, 4.886237934030246, 4.885509485515866, 4.876266017637232, 4.8725379255376975, 4.873236169380376, 4.878346894762684, 4.873250064136703, 4.872616542714677, 4.873753309271324, 4.873799323802247, 4.873171938848354, 4.873066938451324, 4.873739918246707, 4.873505054287566, 4.873052378212823, 4.8734458395725255, 4.873583800034128, 4.873275668490104, 4.873174557583726, 4.873519896827876, 4.873479285233711, 4.873153173791118, 4.8733369779714195, 4.873521840880217, 4.87331269912001, 4.8732285250141105, 4.873466451790682, 4.873438124424435, 4.873239172699857, 4.873356697309627, 4.873450223825878, 4.87334790399907, 4.87328335241791, 4.873430688626041, 4.873425473919728, 4.873306371588566, 4.873379157666655, 4.873453890875128, 4.873365057464406, 4.873404647536712, 4.873390084242201, 4.8733296679009825, 4.873343952489597, 4.873395665437406, 4.873355062871712, 4.873340285614348, 4.873367711738274, 4.873383604778915, 4.8733647787066126, 4.87331745054416, 4.87337983555377, 4.8734035958564474, 4.8732991183286005, 4.8733505587388315, 4.873395975075589, 4.873362960508232, 4.873318836166659, 4.873357988186907, 4.873385796048424, 4.873349291427718, 4.8733053513387175, 4.873375147702672, 4.873379841934104, 4.87330920866276, 4.873347713910171, 4.873402670856062, 4.873339567878349, 4.873312141706422, 4.873387798003374, 4.873386538064478, 4.873338922125761, 4.873341019411935, 4.873413749433554, 4.873385517202629, 4.873364411723818, 4.873405667712569, 4.873401562133115, 4.873365798886564, 4.8767812404598985, 4.876814342654109, 4.877378245523127, 4.877393228704082, 4.87737842216037, 4.877388673042158, 4.877351857404885, 4.877402324683547, 4.877509854465728, 4.877456322182107, 4.87469961429904, 4.8746804300989295, 4.878093529001547, 4.8780685273446736, 4.8753007429457655, 4.87529981914362, 4.8753038028445665, 4.875188841617187, 4.87823781843627, 4.881562035175194, 4.890241821917337, 4.911972357997357, 4.952116263097014]"
398,"[3.048703121562741, 1.3574143370821572, 0.38313994302686005, 0.06093875369766225, 0.31891129848182087, 1.085426978716863, 2.297437633044826, 3.8764572236881234, 4.315965002186734, 3.4517243142387666, 2.7324537103456445, 2.1261285467465076, 1.6298000082165938, 1.2333925448761323, 0.9278586520669179, 0.6988561409333749, 0.5389292394962644, 0.4355640668306703, 0.3798409135195488, 0.3646897272282833, 0.3821771981753151, 0.4287604530829676, 0.4987993891661941, 0.5891444698540858, 0.6974630038983156, 0.8180627661509803, 0.9472862310911861, 1.0785149525411124, 1.207329218075572, 1.3288970640658564, 1.4424484373607491, 1.5521526796956038, 1.6587652653874512, 1.7665790989277668, 1.8778833548083442, 1.993930609716935, 2.1169439078583183, 2.2390330215610157, 2.363755105965791, 2.478479440272386, 2.577950255232892, 2.6656757006384955, 2.7373137295238688, 2.7949163007073867, 2.83920904471924, 2.867605724962433, 2.881954890666335, 2.8813854633913842, 2.8744778273569893, 2.871728372794934, 2.8722230261159982, 2.875880713494928, 2.8722857518858023, 2.8718033412594197, 2.872642756844849, 2.8726728949362315, 2.872221459947938, 2.8721327201416633, 2.8726307705830028, 2.872462948508065, 2.8721255070234126, 2.872421402266613, 2.872520378499131, 2.872287790102673, 2.8722129643318755, 2.872471213920025, 2.8724423089274587, 2.872190220163139, 2.872327803714626, 2.8724781702447797, 2.872312886581247, 2.8722447930230754, 2.872432420231004, 2.8724116920352527, 2.8722561183720208, 2.8723446407130973, 2.872419296734318, 2.872340177461106, 2.8722884418026626, 2.872403031081762, 2.8724023739837463, 2.872308036191414, 2.8723621368034986, 2.8724231963193003, 2.8723565409846796, 2.872381727208406, 2.8723745110341463, 2.8723286782129094, 2.8723348456256432, 2.8723763096626844, 2.872347790997863, 2.8723309462146607, 2.872357107846575, 2.8723781484443895, 2.872355492234983, 2.872311923197651, 2.872373386599881, 2.8723956498748136, 2.8722999455467075, 2.8723407447251668, 2.872386416667583, 2.8723580714880086, 2.8723167814803827, 2.8723490215937124, 2.8723770949750222, 2.8723450371146346, 2.872304318694587, 2.872365768966069, 2.8723737707148413, 2.872309173560264, 2.872339222302576, 2.8723924099127225, 2.872336950863772, 2.872310789183856, 2.872375086813569, 2.8723797642461535, 2.87233476014138, 2.8723332299680506, 2.8723962964771275, 2.872376046137325, 2.8723543502742874, 2.872385444631242, 2.8723885988930666, 2.872359209725643, 2.8747225926174793, 2.874751408208264, 2.874753712005345, 2.874762500778575, 2.8747542763492144, 2.874764052245401, 2.8747309083905477, 2.874768037190457, 2.874882848048211, 2.874843967112764, 2.872546571679884, 2.8725220169235155, 2.874900661844527, 2.8748830996366066, 2.8725681623390216, 2.872574338656612, 2.872589504600914, 2.8725220746007873, 2.874595627186861, 2.876944994132635, 2.883332903300143, 2.899451370454157, 2.9293817888479694, 2.976720726835857, 3.0452467721345133, 3.139626465724219, 3.2641763813602287, 3.419489222976186, 3.6125917382163566, 3.8446723651565233, 4.124382946033741, 4.460033557525782, 4.856664259261735]"
